route_id,service_id,trip_id,direction_id,shape_id
223,130875,63869053,1,track-164589
223,130875,63869054,0,track-164588
223,130875,63869055,1,track-164589
223,130875,63869056,0,track-164588
223,130875,63869058,1,track-164589
223,130875,63869059,0,track-164588
223,130875,63869060,1,track-164589
223,130875,63869061,0,track-164588
223,130875,63869062,1,track-164589
223,130875,63869063,0,track-164588
223,130875,63869064,1,track-164589
223,130875,63869065,0,track-164588
223,130875,63869066,1,track-164589
224,137853,67875509,0,track-177218
224,137853,67875510,1,track-177219
224,137853,67875511,0,track-177218
224,137853,67875512,1,track-177219
224,137853,67875514,0,track-177218
224,137853,67875515,1,track-177219
224,137853,67875517,0,track-177218
224,137853,67875518,1,track-177219
224,137853,67875520,0,track-177218
224,137853,67875521,1,track-177219
224,137853,67875522,0,track-177218
224,137853,67875523,1,track-177219
224,137853,67875525,0,track-177218
224,137853,67875526,1,track-177219
224,137853,67875527,0,track-177218
224,137853,67875528,1,track-177219
224,137853,67875530,0,track-177218
224,137853,67875531,1,track-177219
224,137853,67875532,0,track-177218
224,137853,67875533,1,track-177219
224,137853,67875535,0,track-177218
224,137853,67875536,1,track-177219
224,137853,67875538,0,track-177218
224,137853,67875539,1,track-177219
224,137853,67875541,0,track-177218
224,137853,67875542,1,track-177219
224,137853,67875543,0,track-177218
224,137853,67875544,1,track-177219
224,137853,67875546,0,track-177218
224,137853,67875547,1,track-177219
224,137853,67875548,0,track-177218
224,137853,67875549,1,track-177219
224,137853,67875551,0,track-177218
224,137853,67875552,1,track-177219
224,137853,67875553,0,track-177218
224,137853,67875554,1,track-177219
224,137853,67875556,0,track-177218
224,137853,67875557,1,track-177219
224,137853,67875559,0,track-177218
224,137853,67875560,1,track-177219
224,137853,67875562,0,track-177218
224,137853,67875563,1,track-177219
224,137853,67875565,0,track-177218
224,137853,67875566,1,track-177219
224,137853,67875567,0,track-177218
224,137853,67875568,1,track-177219
224,137853,67875569,0,track-177218
224,137853,67875571,0,track-177218
224,137853,67875572,1,track-177219
224,137853,67875573,0,track-177218
224,137853,67875574,1,track-177219
224,137853,67875576,0,track-177218
224,137853,67875577,1,track-177219
224,137853,67875578,0,track-177218
224,137853,67875580,0,track-177218
224,137853,67875581,1,track-177219
224,137853,67875582,0,track-177218
224,137853,67875583,1,track-177219
224,137853,67875585,0,track-177218
224,137853,67875586,1,track-177219
224,137853,67875588,0,track-177218
224,137853,67875589,1,track-177219
224,137853,67875590,0,track-177218
224,137853,67875591,1,track-177219
224,137853,67875593,0,track-177218
224,137853,67875594,1,track-177219
224,137853,67875596,0,track-177218
